Datetime,Y,O,return_y,return_0,diff
2014/01/28-14:45,6604,6814,0.000606061,-0.000586682,0.001192743
2014/01/28-14:50,6604,6812,0,-0.000293513,0.000293513
2014/01/28-14:55,6598,6810,-0.00090854,-0.0002936,-0.000614941
2014/01/28-15:00,6588,6800,-0.001515611,-0.001468429,-4.72E-05
2014/01/29-09:05,6632,6834,0.00667881,0.005,0.00167881
2014/01/29-09:10,6616,6826,-0.002412545,-0.001170618,-0.001241928
2014/01/29-09:15,6614,6822,-0.000302297,-0.000585995,0.000283697
2014/01/29-09:20,6620,6824,0.000907167,0.000293169,0.000613997
2014/01/29-09:25,6620,6818,0,-0.00087925,0.00087925
2014/01/29-09:30,6626,6828,0.000906344,0.001466706,-0.000560361
2014/01/29-09:35,6626,6822,0,-0.000878735,0.000878735
2014/01/29-09:40,6624,6822,-0.000301841,0,-0.000301841
2014/01/29-09:45,6622,6818,-0.000301932,-0.000586338,0.000284406
2014/01/29-09:50,6622,6818,0,0,0
2014/01/29-09:55,6614,6818,-0.001208094,0,-0.001208094
2014/01/29-10:00,6616,6818,0.000302389,0,0.000302389
2014/01/29-10:05,6616,6820,0,0.000293341,-0.000293341
2014/01/29-10:10,6614,6818,-0.000302297,-0.000293255,-9.04E-06
2014/01/29-10:15,6614,6818,0,0,0
2014/01/29-10:35,6616,6818,0.000302389,0,0.000302389
2014/01/29-10:40,6618,6822,0.000302297,0.000586682,-0.000284385
2014/01/29-10:45,6618,6822,0,0,0
2014/01/29-10:50,6612,6818,-0.000906618,-0.000586338,-0.00032028
2014/01/29-10:55,6614,6822,0.00030248,0.000586682,-0.000284202
2014/01/29-11:00,6616,6820,0.000302389,-0.000293169,0.000595558
2014/01/29-11:05,6616,6816,0,-0.00058651,0.00058651
2014/01/29-11:10,6616,6816,0,0,0
2014/01/29-11:15,6616,6816,0,0,0
2014/01/29-11:20,6616,6816,0,0,0
2014/01/29-11:25,6616,6816,0,0,0
2014/01/29-11:30,6616,6822,0,0.000880282,-0.000880282
2014/01/29-13:35,6618,6818,0.000302297,-0.000586338,0.000888636
2014/01/29-13:40,6614,6818,-0.000604412,0,-0.000604412
2014/01/29-13:45,6604,6812,-0.001511944,-0.000880023,-0.000631921
2014/01/29-13:50,6602,6812,-0.000302847,0,-0.000302847
2014/01/29-13:55,6606,6814,0.000605877,0.0002936,0.000312277
2014/01/29-14:00,6606,6812,0,-0.000293513,0.000293513
2014/01/29-14:05,6610,6818,0.00060551,0.000880799,-0.000275288
2014/01/29-14:10,6610,6818,0,0,0
2014/01/29-14:15,6610,6814,0,-0.000586682,0.000586682
2014/01/29-14:20,6612,6814,0.000302572,0,0.000302572
2014/01/29-14:25,6612,6812,0,-0.000293513,0.000293513
2014/01/29-14:30,6610,6810,-0.00030248,-0.0002936,-8.88E-06
2014/01/29-14:35,6610,6808,0,-0.000293686,0.000293686
2014/01/29-14:40,6606,6810,-0.000605144,0.000293772,-0.000898916
2014/01/29-14:45,6610,6808,0.00060551,-0.000293686,0.000899196
2014/01/29-14:50,6612,6810,0.000302572,0.000293772,8.80E-06
2014/01/29-14:55,6606,6800,-0.000907441,-0.001468429,0.000560988
2014/01/29-15:00,6596,6792,-0.001513775,-0.001176471,-0.000337305
2014/01/30-09:05,6574,6746,-0.003335355,-0.006772674,0.003437319
2014/01/30-09:10,6574,6746,0,0,0
2014/01/30-09:15,6572,6752,-0.000304229,0.000889416,-0.001193645
2014/01/30-09:20,6550,6744,-0.003347535,-0.001184834,-0.002162701
2014/01/30-09:25,6550,6748,0,0.00059312,-0.00059312
2014/01/30-09:30,6548,6744,-0.000305344,-0.000592768,0.000287425
2014/01/30-09:35,6542,6734,-0.00091631,-0.0014828,0.000566489
2014/01/30-09:40,6526,6718,-0.002445735,-0.002376002,-6.97E-05
2014/01/30-09:45,6538,6728,0.001838799,0.001488538,0.00035026
2014/01/30-09:50,6538,6724,0,-0.00059453,0.00059453
2014/01/30-09:55,6536,6726,-0.000305904,0.000297442,-0.000603346
2014/01/30-10:00,6534,6726,-0.000305998,0,-0.000305998
2014/01/30-10:05,6524,6724,-0.001530456,-0.000297354,-0.001233103
2014/01/30-10:10,6536,6730,0.001839362,0.000892326,0.000947036
2014/01/30-10:15,6540,6736,0.000611995,0.00089153,-0.000279535
2014/01/30-10:35,6538,6730,-0.00030581,-0.000890736,0.000584926
2014/01/30-10:40,6538,6728,0,-0.000297177,0.000297177
2014/01/30-10:45,6532,6728,-0.000917712,0,-0.000917712
2014/01/30-10:50,6534,6724,0.000306185,-0.00059453,0.000900715
2014/01/30-10:55,6532,6724,-0.000306091,0,-0.000306091
2014/01/30-11:00,6532,6720,0,-0.000594884,0.000594884
2014/01/30-11:05,6532,6724,0,0.000595238,-0.000595238
2014/01/30-11:10,6538,6724,0.000918555,0,0.000918555
2014/01/30-11:15,6538,6724,0,0,0
2014/01/30-11:20,6540,6720,0.000305904,-0.000594884,0.000900788
2014/01/30-11:25,6540,6720,0,0,0
2014/01/30-11:30,6536,6722,-0.000611621,0.000297619,-0.00090924
2014/01/30-13:35,6546,6732,0.001529988,0.001487652,4.23E-05
2014/01/30-13:40,6550,6736,0.00061106,0.000594177,1.69E-05
2014/01/30-13:45,6550,6742,0,0.000890736,-0.000890736
2014/01/30-13:50,6552,6734,0.000305344,-0.001186592,0.001491935
2014/01/30-13:55,6542,6738,-0.001526252,0.000594001,-0.002120252
2014/01/30-14:00,6548,6736,0.000917151,-0.000296824,0.001213975
2014/01/30-14:05,6546,6724,-0.000305437,-0.001781473,0.001476036
2014/01/30-14:10,6550,6742,0.00061106,0.002676978,-0.002065918
2014/01/30-14:15,6550,6742,0,0,0
2014/01/30-14:20,6556,6740,0.000916031,-0.000296648,0.001212678
2014/01/30-14:25,6558,6740,0.000305064,0,0.000305064
2014/01/30-14:30,6552,6742,-0.000914913,0.000296736,-0.001211649
2014/01/30-14:35,6552,6742,0,0,0
2014/01/30-14:40,6544,6736,-0.001221001,-0.000889944,-0.000331058
2014/01/30-14:45,6554,6754,0.001528117,0.002672209,-0.001144092
2014/01/30-14:50,6554,6754,0,0,0
2014/01/30-14:55,6550,6744,-0.000610314,-0.001480604,0.00087029
2014/01/30-15:00,6530,6736,-0.003053435,-0.00118624,-0.001867195
2014/02/07-09:05,6708,6880,0.027258806,0.021377672,0.005881133
2014/02/07-09:10,6710,6902,0.000298151,0.003197674,-0.002899523
2014/02/07-09:15,6710,6900,0,-0.000289771,0.000289771
2014/02/07-09:20,6710,6896,0,-0.00057971,0.00057971
2014/02/07-09:25,6730,6906,0.002980626,0.001450116,0.00153051
2014/02/07-09:30,6722,6896,-0.001188707,-0.001448016,0.000259309
2014/02/07-09:35,6720,6894,-0.00029753,-0.000290023,-7.51E-06
2014/02/07-09:40,6726,6904,0.000892857,0.001450537,-0.00055768
2014/02/07-09:45,6730,6910,0.000594707,0.000869061,-0.000274354
2014/02/07-09:50,6722,6898,-0.001188707,-0.001736614,0.000547906
2014/02/07-09:55,6722,6894,0,-0.000579878,0.000579878
2014/02/07-10:00,6718,6890,-0.000595061,-0.000580215,-1.48E-05
2014/02/07-10:05,6720,6890,0.000297708,0,0.000297708
2014/02/07-10:10,6718,6888,-0.000297619,-0.000290276,-7.34E-06
2014/02/07-10:15,6718,6890,0,0.00029036,-0.00029036
2014/02/07-10:35,6718,6886,0,-0.000580552,0.000580552
2014/02/07-10:40,6712,6880,-0.000893123,-0.000871333,-2.18E-05
2014/02/07-10:45,6712,6894,0,0.002034884,-0.002034884
2014/02/07-10:50,6716,6896,0.000595948,0.000290107,0.00030584
2014/02/07-10:55,6712,6898,-0.000595593,0.000290023,-0.000885616
2014/02/07-11:00,6710,6896,-0.000297974,-0.000289939,-8.03E-06
2014/02/07-11:05,6712,6890,0.000298063,-0.00087007,0.001168132
2014/02/07-11:10,6708,6886,-0.000595948,-0.000580552,-1.54E-05
2014/02/07-11:15,6714,6886,0.000894454,0,0.000894454
2014/02/07-11:20,6718,6886,0.00059577,0,0.00059577
2014/02/07-11:25,6716,6884,-0.000297708,-0.000290444,-7.26E-06
2014/02/07-11:30,6718,6886,0.000297796,0.000290529,7.27E-06
2014/02/07-13:35,6722,6900,0.000595415,0.002033111,-0.001437695
2014/02/07-13:40,6724,6908,0.00029753,0.00115942,-0.00086189
2014/02/07-13:45,6734,6902,0.00148721,-0.000868558,0.002355768
2014/02/07-13:50,6744,6912,0.001485001,0.001448855,3.61E-05
2014/02/07-13:55,6748,6916,0.00059312,0.000578704,1.44E-05
2014/02/07-14:00,6742,6940,-0.000889152,0.003470214,-0.004359366
2014/02/07-14:05,6740,6930,-0.000296648,-0.001440922,0.001144274
2014/02/07-14:10,6742,6930,0.000296736,0,0.000296736
2014/02/07-14:15,6736,6930,-0.000889944,0,-0.000889944
2014/02/07-14:20,6740,6938,0.000593824,0.001154401,-0.000560577
2014/02/07-14:25,6744,6934,0.000593472,-0.000576535,0.001170007
2014/02/07-14:30,6740,6942,-0.00059312,0.001153735,-0.001746855
2014/02/07-14:35,6734,6940,-0.000890208,-0.000288101,-0.000602106
2014/02/07-14:40,6734,6936,0,-0.000576369,0.000576369
2014/02/07-14:45,6726,6926,-0.001188001,-0.001441753,0.000253752
2014/02/07-14:50,6730,6928,0.000594707,0.000288767,0.00030594
2014/02/07-14:55,6728,6932,-0.000297177,0.000577367,-0.000874544
2014/02/07-15:00,6736,6938,0.001189061,0.000865551,0.00032351
2014/02/10-09:05,6744,6978,0.001187648,0.00576535,-0.004577702
2014/02/10-09:10,6744,6978,0,0,0
2014/02/10-09:15,6746,6974,0.00029656,-0.00057323,0.00086979
2014/02/10-09:20,6768,6996,0.003261192,0.003154574,0.000106618
2014/02/10-09:25,6766,6996,-0.000295508,0,-0.000295508
2014/02/10-09:30,6768,6996,0.000295596,0,0.000295596
2014/02/10-09:35,6772,6986,0.000591017,-0.001429388,0.002020405
2014/02/10-09:40,6792,6996,0.002953337,0.001431434,0.001521903
2014/02/10-09:45,6796,7002,0.000588928,0.000857633,-0.000268705
2014/02/10-09:50,6792,7002,-0.000588582,0,-0.000588582
2014/02/10-09:55,6788,7000,-0.000588928,-0.000285633,-0.000303295
2014/02/10-10:00,6790,7002,0.000294638,0.000285714,8.92E-06
2014/02/10-10:05,6786,6994,-0.000589102,-0.001142531,0.000553429
2014/02/10-10:10,6780,6994,-0.000884173,0,-0.000884173
2014/02/10-10:15,6784,6994,0.000589971,0,0.000589971
2014/02/10-10:35,6788,6994,0.000589623,0,0.000589623
2014/02/10-10:40,6790,7000,0.000294638,0.000857878,-0.000563241
2014/02/10-10:45,6790,7002,0,0.000285714,-0.000285714
2014/02/10-10:50,6788,7000,-0.000294551,-0.000285633,-8.92E-06
2014/02/10-10:55,6792,7002,0.000589275,0.000285714,0.000303561
2014/02/10-11:00,6792,7000,0,-0.000285633,0.000285633
2014/02/10-11:05,6792,7006,0,0.000857143,-0.000857143
2014/02/10-11:10,6792,7008,0,0.00028547,-0.00028547
2014/02/10-11:15,6792,7008,0,0,0
2014/02/10-11:20,6800,7022,0.001177856,0.001997717,-0.000819861
2014/02/10-11:25,6798,7016,-0.000294118,-0.000854457,0.00056034
2014/02/10-11:30,6798,7012,0,-0.000570125,0.000570125
2014/02/10-13:35,6788,7006,-0.001471021,-0.000855676,-0.000615345
2014/02/10-13:40,6790,7004,0.000294638,-0.00028547,0.000580107
2014/02/10-13:45,6788,7004,-0.000294551,0,-0.000294551
2014/02/10-13:50,6788,7004,0,0,0
2014/02/10-13:55,6778,7000,-0.001473188,-0.000571102,-0.000902086
2014/02/10-14:00,6782,6998,0.000590145,-0.000285714,0.000875859
2014/02/10-14:05,6788,7000,0.000884695,0.000285796,0.000598899
2014/02/10-14:10,6790,7002,0.000294638,0.000285714,8.92E-06
2014/02/10-14:15,6784,7002,-0.000883652,0,-0.000883652
2014/02/10-14:20,6788,7002,0.000589623,0,0.000589623
2014/02/10-14:25,6790,7002,0.000294638,0,0.000294638
2014/02/10-14:30,6790,7006,0,0.000571265,-0.000571265
2014/02/10-14:35,6790,7006,0,0,0
2014/02/10-14:40,6792,7008,0.000294551,0.00028547,9.08E-06
2014/02/10-14:45,6792,7012,0,0.000570776,-0.000570776
2014/02/10-14:50,6792,7014,0,0.000285225,-0.000285225
2014/02/10-14:55,6794,7022,0.000294464,0.001140576,-0.000846112
2014/02/10-15:00,6794,7016,0,-0.000854457,0.000854457
2014/02/11-09:05,6760,6970,-0.005004416,-0.006556442,0.001552027
2014/02/11-09:10,6752,6970,-0.001183432,0,-0.001183432
2014/02/11-09:15,6742,6970,-0.001481043,0,-0.001481043
2014/02/11-09:20,6744,6976,0.000296648,0.000860832,-0.000564184
2014/02/11-09:25,6742,6972,-0.00029656,-0.000573394,0.000276835
2014/02/11-09:30,6742,6974,0,0.000286862,-0.000286862
2014/02/11-09:35,6750,6976,0.001186592,0.000286779,0.000899812
2014/02/11-09:40,6750,6980,0,0.000573394,-0.000573394
2014/02/11-09:45,6750,6982,0,0.000286533,-0.000286533
2014/02/11-09:50,6750,6980,0,-0.000286451,0.000286451
2014/02/11-09:55,6748,6978,-0.000296296,-0.000286533,-9.76E-06
2014/02/11-10:00,6752,6982,0.000592768,0.00057323,1.95E-05
2014/02/11-10:05,6752,6984,0,0.000286451,-0.000286451
2014/02/11-10:10,6752,6984,0,0,0
2014/02/11-10:15,6760,6990,0.001184834,0.000859107,0.000325728
2014/02/11-10:35,6760,6990,0,0,0
2014/02/11-10:40,6760,6988,0,-0.000286123,0.000286123
2014/02/11-10:45,6760,6986,0,-0.000286205,0.000286205
2014/02/11-10:50,6758,6984,-0.000295858,-0.000286287,-9.57E-06
2014/02/11-10:55,6750,6978,-0.001183782,-0.000859107,-0.000324676
2014/02/11-11:00,6754,6978,0.000592593,0,0.000592593
2014/02/11-11:05,6750,6970,-0.000592242,-0.00114646,0.000554219
2014/02/11-11:10,6748,6970,-0.000296296,0,-0.000296296
2014/02/11-11:15,6752,6970,0.000592768,0,0.000592768
2014/02/11-11:20,6752,6964,0,-0.000860832,0.000860832
2014/02/11-11:25,6750,6968,-0.000296209,0.000574383,-0.000870591
2014/02/11-11:30,6742,6962,-0.001185185,-0.000861079,-0.000324106
2014/02/11-13:35,6734,6940,-0.001186592,-0.003160011,0.00197342
2014/02/11-13:40,6734,6942,0,0.000288184,-0.000288184
2014/02/11-13:45,6740,6938,0.000891001,-0.000576203,0.001467204
2014/02/11-13:50,6740,6950,0,0.001729605,-0.001729605
2014/02/11-13:55,6740,6946,0,-0.00057554,0.00057554
2014/02/11-14:00,6736,6936,-0.000593472,-0.001439678,0.000846206
2014/02/11-14:05,6732,6946,-0.000593824,0.001441753,-0.002035577
2014/02/11-14:10,6736,6942,0.000594177,-0.000575871,0.001170048
2014/02/11-14:15,6734,6946,-0.000296912,0.000576203,-0.000873115
2014/02/11-14:20,6730,6936,-0.000594001,-0.001439678,0.000845677
2014/02/11-14:25,6728,6932,-0.000297177,-0.000576701,0.000279524
2014/02/11-14:30,6732,6936,0.00059453,0.000577034,1.75E-05
2014/02/11-14:35,6722,6934,-0.001485443,-0.000288351,-0.001197092
2014/02/11-14:40,6728,6938,0.000892591,0.000576868,0.000315724
2014/02/11-14:45,6726,6938,-0.000297265,0,-0.000297265
2014/02/11-14:50,6722,6930,-0.000594707,-0.00115307,0.000558363
2014/02/11-14:55,6720,6930,-0.00029753,0,-0.00029753
2014/02/11-15:00,6726,6928,0.000892857,-0.0002886,0.001181457
2014/02/12-09:05,6750,6950,0.003568243,0.00317552,0.000392723
2014/02/12-09:10,6748,6956,-0.000296296,0.000863309,-0.001159606
2014/02/12-09:15,6750,6956,0.000296384,0,0.000296384
2014/02/12-09:20,6748,6954,-0.000296296,-0.000287522,-8.77E-06
2014/02/12-09:25,6742,6950,-0.000889152,-0.000575209,-0.000313944
2014/02/12-09:30,6736,6930,-0.000889944,-0.002877698,0.001987754
2014/02/12-09:35,6744,6940,0.001187648,0.001443001,-0.000255353
2014/02/12-09:40,6738,6940,-0.00088968,0,-0.00088968
2014/02/12-09:45,6736,6940,-0.000296824,0,-0.000296824
2014/02/12-09:50,6748,6968,0.001781473,0.004034582,-0.002253109
2014/02/12-09:55,6742,6966,-0.000889152,-0.000287026,-0.000602126
2014/02/12-10:00,6740,6958,-0.000296648,-0.001148435,0.000851787
2014/02/12-10:05,6736,6948,-0.000593472,-0.001437195,0.000843723
2014/02/12-10:10,6732,6950,-0.000593824,0.000287853,-0.000881677
2014/02/12-10:15,6732,6952,0,0.00028777,-0.00028777
2014/02/12-10:35,6734,6956,0.000297089,0.000575374,-0.000278285
2014/02/12-10:40,6730,6954,-0.000594001,-0.000287522,-0.000306479
2014/02/12-10:45,6734,6958,0.000594354,0.000575209,1.91E-05
2014/02/12-10:50,6734,6956,0,-0.000287439,0.000287439
2014/02/12-10:55,6732,6954,-0.000297,-0.000287522,-9.48E-06
2014/02/12-11:00,6730,6952,-0.000297089,-0.000287604,-9.48E-06
2014/02/12-11:05,6732,6952,0.000297177,0,0.000297177
2014/02/12-11:10,6740,6956,0.001188354,0.000575374,0.00061298
2014/02/12-11:15,6736,6952,-0.000593472,-0.000575043,-1.84E-05
2014/02/12-11:20,6732,6946,-0.000593824,-0.000863061,0.000269237
2014/02/12-11:25,6728,6944,-0.000594177,-0.000287936,-0.000306242
2014/02/12-11:30,6726,6944,-0.000297265,0,-0.000297265
2014/02/12-13:35,6742,6954,0.002378828,0.001440092,0.000938736
2014/02/12-13:40,6738,6956,-0.000593296,0.000287604,-0.0008809
2014/02/12-13:45,6736,6952,-0.000296824,-0.000575043,0.000278219
2014/02/12-13:50,6740,6954,0.000593824,0.000287687,0.000306137
2014/02/12-13:55,6740,6956,0,0.000287604,-0.000287604
2014/02/12-14:00,6740,6952,0,-0.000575043,0.000575043
2014/02/12-14:05,6738,6952,-0.000296736,0,-0.000296736
2014/02/12-14:10,6744,6954,0.000890472,0.000287687,0.000602785
2014/02/12-14:15,6744,6954,0,0,0
2014/02/12-14:20,6740,6952,-0.00059312,-0.000287604,-0.000305516
2014/02/12-14:25,6742,6952,0.000296736,0,0.000296736
2014/02/12-14:30,6740,6954,-0.000296648,0.000287687,-0.000584335
2014/02/12-14:35,6740,6952,0,-0.000287604,0.000287604
2014/02/12-14:40,6742,6956,0.000296736,0.000575374,-0.000278638
2014/02/12-14:45,6746,6960,0.000593296,0.000575043,1.83E-05
2014/02/12-14:50,6744,6956,-0.000296472,-0.000574713,0.000278241
2014/02/12-14:55,6746,6962,0.00029656,0.000862565,-0.000566005
2014/02/12-15:00,6746,6952,0,-0.001436369,0.001436369
2014/02/13-09:05,6768,6962,0.003261192,0.001438435,0.001822757
2014/02/13-09:10,6762,6978,-0.000886525,0.00229819,-0.003184715
2014/02/13-09:15,6760,6970,-0.00029577,-0.00114646,0.00085069
2014/02/13-09:20,6754,6968,-0.000887574,-0.000286944,-0.00060063
2014/02/13-09:25,6754,6956,0,-0.001722158,0.001722158
2014/02/13-09:30,6758,6960,0.000592242,0.000575043,1.72E-05
2014/02/13-09:35,6762,6962,0.000591891,0.000287356,0.000304535
2014/02/13-09:40,6754,6962,-0.001183082,0,-0.001183082
2014/02/13-09:45,6752,6958,-0.000296121,-0.000574548,0.000278427
2014/02/13-09:50,6756,6958,0.000592417,0,0.000592417
2014/02/13-09:55,6752,6956,-0.000592066,-0.000287439,-0.000304627
2014/02/13-10:00,6754,6958,0.000296209,0.000287522,8.69E-06
2014/02/13-10:05,6756,6958,0.000296121,0,0.000296121
2014/02/13-10:10,6758,6958,0.000296033,0,0.000296033
2014/02/13-10:15,6756,6964,-0.000295946,0.000862317,-0.001158262
2014/02/13-10:35,6760,6964,0.000592066,0,0.000592066
2014/02/13-10:40,6760,6964,0,0,0
2014/02/13-10:45,6758,6964,-0.000295858,0,-0.000295858
2014/02/13-10:50,6756,6962,-0.000295946,-0.000287191,-8.75E-06
2014/02/13-10:55,6756,6962,0,0,0
2014/02/13-11:00,6756,6964,0,0.000287274,-0.000287274
2014/02/13-11:05,6762,6964,0.000888099,0,0.000888099
2014/02/13-11:10,6756,6964,-0.000887311,0,-0.000887311
2014/02/13-11:15,6756,6958,0,-0.000861574,0.000861574
2014/02/13-11:20,6756,6962,0,0.000574878,-0.000574878
2014/02/13-11:25,6758,6964,0.000296033,0.000287274,8.76E-06
2014/02/13-11:30,6758,6966,0,0.000287191,-0.000287191
2014/02/13-13:35,6774,6968,0.002367564,0.000287109,0.002080456
2014/02/13-13:40,6782,6974,0.001180986,0.000861079,0.000319907
2014/02/13-13:45,6780,6978,-0.000294898,0.000573559,-0.000868457
2014/02/13-13:50,6780,6982,0,0.00057323,-0.00057323
2014/02/13-13:55,6790,6988,0.001474926,0.000859353,0.000615574
2014/02/13-14:00,6784,6990,-0.000883652,0.000286205,-0.001169857
2014/02/13-14:05,6786,6986,0.000294811,-0.000572246,0.000867057
2014/02/13-14:10,6790,7000,0.000589449,0.002004008,-0.001414559
2014/02/13-14:15,6778,6994,-0.001767305,-0.000857143,-0.000910162
2014/02/13-14:20,6774,6994,-0.000590145,0,-0.000590145
2014/02/13-14:25,6770,6988,-0.000590493,-0.000857878,0.000267385
2014/02/13-14:30,6774,6988,0.000590842,0,0.000590842
2014/02/13-14:35,6774,6984,0,-0.00057241,0.00057241
2014/02/13-14:40,6768,6982,-0.00088574,-0.000286369,-0.000599371
2014/02/13-14:45,6762,6980,-0.000886525,-0.000286451,-0.000600074
2014/02/13-14:50,6764,6978,0.00029577,-0.000286533,0.000582303
2014/02/13-14:55,6768,6976,0.000591366,-0.000286615,0.000877981
2014/02/13-15:00,6760,6956,-0.001182033,-0.002866972,0.001684939
2014/02/14-09:05,6812,7000,0.007692308,0.006325474,0.001366833
2014/02/14-09:10,6808,7004,-0.000587199,0.000571429,-0.001158628
2014/02/14-09:15,6798,6986,-0.00146886,-0.00256996,0.0011011
2014/02/14-09:20,6794,6990,-0.000588408,0.000572574,-0.001160982
2014/02/14-09:25,6794,6988,0,-0.000286123,0.000286123
2014/02/14-09:30,6800,6992,0.000883132,0.00057241,0.000310722
2014/02/14-09:35,6798,6992,-0.000294118,0,-0.000294118
2014/02/14-09:40,6798,6998,0,0.000858124,-0.000858124
2014/02/14-09:45,6810,7000,0.001765225,0.000285796,0.001479429
2014/02/14-09:50,6806,6998,-0.000587372,-0.000285714,-0.000301657
2014/02/14-09:55,6812,7006,0.000881575,0.001143184,-0.000261609
2014/02/14-10:00,6810,7004,-0.0002936,-0.00028547,-8.13E-06
2014/02/14-10:05,6802,7012,-0.001174743,0.001142204,-0.002316947
2014/02/14-10:10,6804,7012,0.000294031,0,0.000294031
2014/02/14-10:15,6802,7004,-0.000293945,-0.001140901,0.000846957
2014/02/14-10:35,6806,7004,0.000588062,0,0.000588062
2014/02/14-10:40,6800,7006,-0.000881575,0.000285551,-0.001167126
2014/02/14-10:45,6804,7008,0.000588235,0.00028547,0.000302766
2014/02/14-10:50,6808,7008,0.000587889,0,0.000587889
2014/02/14-10:55,6810,7010,0.000293772,0.000285388,8.38E-06
2014/02/14-11:00,6810,7008,0,-0.000285307,0.000285307
2014/02/14-11:05,6806,7010,-0.000587372,0.000285388,-0.00087276
2014/02/14-11:10,6810,7008,0.000587717,-0.000285307,0.000873023
2014/02/14-11:15,6812,7010,0.000293686,0.000285388,8.30E-06
2014/02/14-11:20,6816,7010,0.000587199,0,0.000587199
2014/02/14-11:25,6820,7010,0.000586854,0,0.000586854
2014/02/14-11:30,6820,7012,0,0.000285307,-0.000285307
2014/02/14-13:35,6828,7020,0.001173021,0.001140901,3.21E-05
2014/02/14-13:40,6828,7020,0,0,0
2014/02/14-13:45,6830,7024,0.000292912,0.000569801,-0.000276889
2014/02/14-13:50,6814,7020,-0.002342606,-0.000569476,-0.00177313
2014/02/14-13:55,6820,7018,0.00088054,-0.0002849,0.00116544
2014/02/14-14:00,6820,7018,0,0,0
2014/02/14-14:05,6822,7014,0.000293255,-0.000569963,0.000863218
2014/02/14-14:10,6812,7008,-0.001465846,-0.000855432,-0.000610414
2014/02/14-14:15,6814,7004,0.0002936,-0.000570776,0.000864376
2014/02/14-14:20,6814,7008,0,0.000571102,-0.000571102
2014/02/14-14:25,6810,7008,-0.000587027,0,-0.000587027
2014/02/14-14:30,6816,7008,0.000881057,0,0.000881057
2014/02/14-14:35,6820,7008,0.000586854,0,0.000586854
2014/02/14-14:40,6820,7014,0,0.000856164,-0.000856164
2014/02/14-14:45,6818,7012,-0.000293255,-0.000285144,-8.11E-06
2014/02/14-14:50,6818,7012,0,0,0
2014/02/14-14:55,6814,7012,-0.000586682,0,-0.000586682
2014/02/14-15:00,6826,7012,0.00176108,0,0.00176108
2014/02/17-09:05,6794,7002,-0.004687958,-0.001426127,-0.003261831
2014/02/17-09:10,6792,7002,-0.000294377,0,-0.000294377
2014/02/17-09:15,6802,7016,0.00147232,0.001999429,-0.000527108
