Datetime,Y,O,return_y,return_0,diff
2014/05/12-09:55,6930,7156,0.000288684,0.000279564,9.12E-06
2014/05/12-10:00,6930,7164,0,0.001117943,-0.001117943
2014/05/12-10:05,6928,7162,-0.0002886,-0.000279174,-9.43E-06
2014/05/12-10:10,6930,7154,0.000288684,-0.001117006,0.00140569
2014/05/12-10:15,6930,7158,0,0.000559128,-0.000559128
2014/05/12-10:35,6932,7166,0.0002886,0.001117631,-0.00082903
2014/05/12-10:40,6930,7160,-0.000288517,-0.000837287,0.00054877
2014/05/12-10:45,6936,7158,0.000865801,-0.00027933,0.00114513
2014/05/12-10:50,6940,7158,0.000576701,0,0.000576701
2014/05/12-10:55,6940,7150,0,-0.001117631,0.001117631
2014/05/12-11:00,6942,7158,0.000288184,0.001118881,-0.000830697
2014/05/12-11:05,6942,7180,0,0.003073484,-0.003073484
2014/05/12-11:10,6944,7190,0.000288101,0.001392758,-0.001104656
2014/05/12-11:15,6940,7188,-0.000576037,-0.000278164,-0.000297873
2014/05/12-11:20,6936,7190,-0.000576369,0.000278242,-0.00085461
2014/05/12-11:25,6940,7186,0.000576701,-0.000556328,0.00113303
2014/05/12-11:30,6944,7194,0.000576369,0.001113276,-0.000536907
2014/05/12-13:35,6938,7182,-0.000864055,-0.001668057,0.000804001
2014/05/12-13:40,6936,7176,-0.000288268,-0.000835422,0.000547154
2014/05/12-13:45,6934,7174,-0.000288351,-0.000278707,-9.64E-06
2014/05/12-13:50,6932,7176,-0.000288434,0.000278784,-0.000567218
2014/05/12-13:55,6928,7180,-0.000577034,0.000557414,-0.001134448
2014/05/12-14:00,6928,7176,0,-0.000557103,0.000557103
2014/05/12-14:05,6928,7178,0,0.000278707,-0.000278707
2014/05/12-14:10,6930,7176,0.000288684,-0.000278629,0.000567313
2014/05/12-14:15,6932,7182,0.0002886,0.00083612,-0.00054752
2014/05/12-14:20,6930,7178,-0.000288517,-0.000556948,0.000268431
2014/05/12-14:25,6932,7182,0.0002886,0.000557258,-0.000268658
2014/05/12-14:30,6932,7178,0,-0.000556948,0.000556948
2014/05/12-14:35,6924,7168,-0.001154068,-0.001393146,0.000239078
2014/05/12-14:40,6924,7170,0,0.000279018,-0.000279018
2014/05/12-14:45,6926,7168,0.00028885,-0.00027894,0.00056779
2014/05/12-14:50,6928,7176,0.000288767,0.001116071,-0.000827304
2014/05/12-14:55,6926,7176,-0.000288684,0,-0.000288684
2014/05/12-15:00,6922,7150,-0.000577534,-0.003623188,0.003045654
2014/05/13-09:05,6924,7172,0.000288934,0.003076923,-0.002787989
2014/05/13-09:10,6918,7170,-0.000866551,-0.000278862,-0.000587689
2014/05/13-09:15,6920,7170,0.000289101,0,0.000289101
2014/05/13-09:20,6924,7166,0.000578035,-0.00055788,0.001135915
2014/05/13-09:25,6920,7154,-0.000577701,-0.001674574,0.001096874
2014/05/13-09:30,6916,7158,-0.000578035,0.000559128,-0.001137162
2014/05/13-09:35,6920,7164,0.000578369,0.000838223,-0.000259854
2014/05/13-09:40,6918,7164,-0.000289017,0,-0.000289017
2014/05/13-09:45,6920,7162,0.000289101,-0.000279174,0.000568275
2014/05/13-09:50,6920,7166,0,0.000558503,-0.000558503
2014/05/13-09:55,6922,7172,0.000289017,0.000837287,-0.00054827
2014/05/13-10:00,6924,7170,0.000288934,-0.000278862,0.000567796
2014/05/13-10:05,6924,7158,0,-0.00167364,0.00167364
2014/05/13-10:10,6924,7158,0,0,0
2014/05/13-10:15,6928,7158,0.000577701,0,0.000577701
2014/05/13-10:35,6930,7154,0.000288684,-0.000558815,0.000847499
2014/05/13-10:40,6928,7160,-0.0002886,0.000838692,-0.001127292
2014/05/13-10:45,6930,7156,0.000288684,-0.000558659,0.000847343
2014/05/13-10:50,6932,7160,0.0002886,0.000558971,-0.000270371
2014/05/13-10:55,6944,7168,0.001731102,0.001117318,0.000613784
2014/05/13-11:00,6942,7168,-0.000288018,0,-0.000288018
2014/05/13-11:05,6938,7168,-0.000576203,0,-0.000576203
2014/05/13-11:10,6940,7170,0.000288268,0.000279018,9.25E-06
2014/05/13-11:15,6938,7166,-0.000288184,-0.00055788,0.000269696
2014/05/13-11:20,6938,7162,0,-0.000558191,0.000558191
2014/05/13-11:25,6938,7162,0,0,0
2014/05/13-11:30,6962,7166,0.00345921,0.000558503,0.002900707
2014/05/13-13:35,6958,7164,-0.000574548,-0.000279096,-0.000295452
2014/05/13-13:40,6954,7168,-0.000574878,0.000558347,-0.001133225
2014/05/13-13:45,6958,7162,0.000575209,-0.000837054,0.001412262
2014/05/13-13:50,6958,7164,0,0.000279252,-0.000279252
2014/05/13-13:55,6960,7162,0.000287439,-0.000279174,0.000566613
2014/05/13-14:00,6970,7164,0.001436782,0.000279252,0.00115753
2014/05/13-14:05,6970,7164,0,0,0
2014/05/13-14:10,6968,7168,-0.000286944,0.000558347,-0.000845291
2014/05/13-14:15,6968,7170,0,0.000279018,-0.000279018
2014/05/13-14:20,6968,7166,0,-0.00055788,0.00055788
2014/05/13-14:25,6972,7164,0.000574053,-0.000279096,0.000853149
2014/05/13-14:30,6974,7162,0.000286862,-0.000279174,0.000566035
2014/05/13-14:35,6974,7164,0,0.000279252,-0.000279252
2014/05/13-14:40,6976,7166,0.000286779,0.000279174,7.61E-06
2014/05/13-14:45,6980,7170,0.000573394,0.000558191,1.52E-05
2014/05/13-14:50,6980,7170,0,0,0
2014/05/13-14:55,6980,7170,0,0,0
2014/05/13-15:00,6984,7172,0.000573066,0.00027894,0.000294126
2014/05/14-09:05,7002,7182,0.00257732,0.001394311,0.001183008
2014/05/14-09:10,7010,7188,0.001142531,0.000835422,0.000307109
2014/05/14-09:15,7002,7180,-0.001141227,-0.001112966,-2.83E-05
2014/05/14-09:20,6984,7166,-0.002570694,-0.001949861,-0.000620833
2014/05/14-09:25,6990,7168,0.000859107,0.000279096,0.000580011
2014/05/14-09:30,6990,7166,0,-0.000279018,0.000279018
2014/05/14-09:35,6990,7170,0,0.000558191,-0.000558191
2014/05/14-09:40,6984,7164,-0.000858369,-0.00083682,-2.15E-05
2014/05/14-09:45,6988,7168,0.000572738,0.000558347,1.44E-05
2014/05/14-09:50,6990,7164,0.000286205,-0.000558036,0.000844241
2014/05/14-09:55,6984,7164,-0.000858369,0,-0.000858369
2014/05/14-10:00,6978,7164,-0.000859107,0,-0.000859107
2014/05/14-10:05,6984,7164,0.000859845,0,0.000859845
2014/05/14-10:10,6988,7164,0.000572738,0,0.000572738
2014/05/14-10:15,6990,7164,0.000286205,0,0.000286205
2014/05/14-10:35,6990,7168,0,0.000558347,-0.000558347
2014/05/14-10:40,6986,7158,-0.000572246,-0.001395089,0.000822843
2014/05/14-10:45,6984,7144,-0.000286287,-0.001955854,0.001669567
2014/05/14-10:50,6982,7132,-0.000286369,-0.001679731,0.001393362
2014/05/14-10:55,6984,7130,0.000286451,-0.000280426,0.000566877
2014/05/14-11:00,6990,7136,0.000859107,0.000841515,1.76E-05
2014/05/14-11:05,6988,7132,-0.000286123,-0.000560538,0.000274415
2014/05/14-11:10,7000,7146,0.00171723,0.001962984,-0.000245754
2014/05/14-11:15,6998,7142,-0.000285714,-0.000559754,0.000274039
2014/05/14-11:20,6994,7140,-0.000571592,-0.000280034,-0.000291558
2014/05/14-11:25,6996,7142,0.000285959,0.000280112,5.85E-06
2014/05/14-11:30,6992,7146,-0.000571755,0.000560067,-0.001131822
2014/05/14-13:35,6994,7146,0.000286041,0,0.000286041
2014/05/14-13:40,7000,7148,0.000857878,0.000279877,0.000578001
2014/05/14-13:45,6994,7150,-0.000857143,0.000279799,-0.001136941
2014/05/14-13:50,6996,7146,0.000285959,-0.000559441,0.0008454
2014/05/14-13:55,6992,7146,-0.000571755,0,-0.000571755
2014/05/14-14:00,6994,7148,0.000286041,0.000279877,6.16E-06
2014/05/14-14:05,6990,7146,-0.000571919,-0.000279799,-0.00029212
2014/05/14-14:10,6992,7146,0.000286123,0,0.000286123
2014/05/14-14:15,6994,7142,0.000286041,-0.000559754,0.000845795
2014/05/14-14:20,6994,7140,0,-0.000280034,0.000280034
2014/05/14-14:25,6994,7144,0,0.000560224,-0.000560224
2014/05/14-14:30,6998,7148,0.000571919,0.00055991,1.20E-05
2014/05/14-14:35,7000,7152,0.000285796,0.000559597,-0.000273801
2014/05/14-14:40,6998,7150,-0.000285714,-0.000279642,-6.07E-06
2014/05/14-14:45,6998,7152,0,0.00027972,-0.00027972
2014/05/14-14:50,6992,7150,-0.000857388,-0.000279642,-0.000577746
2014/05/14-14:55,6990,7154,-0.000286041,0.000559441,-0.000845482
2014/05/14-15:00,6994,7160,0.000572246,0.000838692,-0.000266446
2014/05/15-09:05,7002,7174,0.001143838,0.001955307,-0.00081147
2014/05/15-09:10,7000,7170,-0.000285633,-0.000557569,0.000271936
2014/05/15-09:15,6996,7166,-0.000571429,-0.00055788,-1.35E-05
2014/05/15-09:20,7000,7160,0.000571755,-0.000837287,0.001409042
2014/05/15-09:25,7000,7162,0,0.00027933,-0.00027933
2014/05/15-09:30,7004,7158,0.000571429,-0.000558503,0.001129932
2014/05/15-09:35,7002,7154,-0.000285551,-0.000558815,0.000273264
2014/05/15-09:40,6994,7152,-0.001142531,-0.000279564,-0.000862967
2014/05/15-09:45,6990,7150,-0.000571919,-0.000279642,-0.000292277
2014/05/15-09:50,7000,7164,0.001430615,0.001958042,-0.000527427
2014/05/15-09:55,7004,7160,0.000571429,-0.000558347,0.001129776
2014/05/15-10:00,7004,7158,0,-0.00027933,0.00027933
2014/05/15-10:05,7010,7160,0.000856653,0.000279408,0.000577246
2014/05/15-10:10,7010,7164,0,0.000558659,-0.000558659
2014/05/15-10:15,7006,7158,-0.000570613,-0.000837521,0.000266908
2014/05/15-10:35,7004,7164,-0.00028547,0.000838223,-0.001123693
2014/05/15-10:40,7004,7160,0,-0.000558347,0.000558347
2014/05/15-10:45,7004,7160,0,0,0
2014/05/15-10:50,7002,7158,-0.000285551,-0.00027933,-6.22E-06
2014/05/15-10:55,7002,7160,0,0.000279408,-0.000279408
2014/05/15-11:00,7006,7160,0.000571265,0,0.000571265
2014/05/15-11:05,7004,7156,-0.00028547,-0.000558659,0.00027319
2014/05/15-11:10,7000,7154,-0.000571102,-0.000279486,-0.000291616
2014/05/15-11:15,7004,7158,0.000571429,0.000559128,1.23E-05
2014/05/15-11:20,7004,7160,0,0.000279408,-0.000279408
2014/05/15-11:25,7008,7156,0.000571102,-0.000558659,0.001129761
2014/05/15-11:30,7004,7158,-0.000570776,0.000279486,-0.000850262
2014/05/15-13:35,7000,7158,-0.000571102,0,-0.000571102
2014/05/15-13:40,6996,7154,-0.000571429,-0.000558815,-1.26E-05
2014/05/15-13:45,6996,7152,0,-0.000279564,0.000279564
2014/05/15-13:50,7006,7154,0.001429388,0.000279642,0.001149746
2014/05/15-13:55,7000,7154,-0.000856409,0,-0.000856409
2014/05/15-14:00,7000,7154,0,0,0
2014/05/15-14:05,7000,7154,0,0,0
2014/05/15-14:10,6998,7156,-0.000285714,0.000279564,-0.000565278
2014/05/15-14:15,6998,7158,0,0.000279486,-0.000279486
2014/05/15-14:20,6994,7158,-0.000571592,0,-0.000571592
2014/05/15-14:25,6998,7158,0.000571919,0,0.000571919
2014/05/15-14:30,7002,7154,0.000571592,-0.000558815,0.001130407
2014/05/15-14:35,7004,7156,0.000285633,0.000279564,6.07E-06
2014/05/15-14:40,6998,7152,-0.000856653,-0.000558971,-0.000297682
2014/05/15-14:45,6998,7154,0,0.000279642,-0.000279642
2014/05/15-14:50,6996,7156,-0.000285796,0.000279564,-0.00056536
2014/05/15-14:55,6998,7152,0.000285878,-0.000558971,0.000844849
2014/05/15-15:00,6998,7156,0,0.000559284,-0.000559284
2014/05/16-09:05,6964,7124,-0.004858531,-0.004471772,-0.000386759
2014/05/16-09:10,6966,7124,0.000287191,0,0.000287191
2014/05/16-09:15,6960,7122,-0.000861326,-0.000280741,-0.000580585
2014/05/16-09:20,6960,7128,0,0.00084246,-0.00084246
2014/05/16-09:25,6962,7124,0.000287356,-0.000561167,0.000848524
2014/05/16-09:30,6960,7118,-0.000287274,-0.000842223,0.00055495
2014/05/16-09:35,6958,7116,-0.000287356,-0.000280978,-6.38E-06
2014/05/16-09:40,6958,7118,0,0.000281057,-0.000281057
2014/05/16-09:45,6958,7118,0,0,0
2014/05/16-09:50,6960,7118,0.000287439,0,0.000287439
2014/05/16-09:55,6956,7118,-0.000574713,0,-0.000574713
2014/05/16-10:00,6956,7124,0,0.000842933,-0.000842933
2014/05/16-10:05,6956,7118,0,-0.000842223,0.000842223
2014/05/16-10:10,6954,7116,-0.000287522,-0.000280978,-6.54E-06
2014/05/16-10:15,6954,7116,0,0,0
2014/05/16-10:35,6954,7112,0,-0.000562114,0.000562114
2014/05/16-10:40,6950,7112,-0.000575209,0,-0.000575209
2014/05/16-10:45,6952,7116,0.00028777,0.00056243,-0.00027466
2014/05/16-10:50,6952,7116,0,0,0
2014/05/16-10:55,6958,7120,0.000863061,0.000562114,0.000300947
2014/05/16-11:00,6958,7124,0,0.000561798,-0.000561798
2014/05/16-11:05,6954,7122,-0.000574878,-0.000280741,-0.000294137
2014/05/16-11:10,6950,7116,-0.000575209,-0.00084246,0.000267251
2014/05/16-11:15,6948,7120,-0.00028777,0.000562114,-0.000849883
2014/05/16-11:20,6942,7118,-0.000863558,-0.000280899,-0.000582659
2014/05/16-11:25,6942,7118,0,0,0
2014/05/16-11:30,6944,7122,0.000288101,0.000561956,-0.000273854
2014/05/16-13:35,6936,7118,-0.001152074,-0.00056164,-0.000590434
2014/05/16-13:40,6940,7118,0.000576701,0,0.000576701
2014/05/16-13:45,6938,7118,-0.000288184,0,-0.000288184
2014/05/16-13:50,6940,7118,0.000288268,0,0.000288268
2014/05/16-13:55,6942,7120,0.000288184,0.000280978,7.21E-06
2014/05/16-14:00,6944,7120,0.000288101,0,0.000288101
2014/05/16-14:05,6940,7118,-0.000576037,-0.000280899,-0.000295138
2014/05/16-14:10,6940,7116,0,-0.000280978,0.000280978
2014/05/16-14:15,6934,7116,-0.000864553,0,-0.000864553
2014/05/16-14:20,6940,7110,0.000865301,-0.00084317,0.001708472
2014/05/16-14:25,6936,7116,-0.000576369,0.000843882,-0.001420251
2014/05/16-14:30,6936,7120,0,0.000562114,-0.000562114
2014/05/16-14:35,6934,7120,-0.000288351,0,-0.000288351
2014/05/16-14:40,6930,7116,-0.000576868,-0.000561798,-1.51E-05
2014/05/16-14:45,6934,7116,0.000577201,0,0.000577201
2014/05/16-14:50,6938,7118,0.000576868,0.000281057,0.000295811
2014/05/16-14:55,6936,7120,-0.000288268,0.000280978,-0.000569245
2014/05/16-15:00,6952,7132,0.002306805,0.001685393,0.000621412
2014/05/19-09:05,6912,7110,-0.00575374,-0.003084689,-0.002669051
2014/05/19-09:10,6902,7102,-0.001446759,-0.001125176,-0.000321583
2014/05/19-09:15,6902,7104,0,0.000281611,-0.000281611
2014/05/19-09:20,6906,7104,0.000579542,0,0.000579542
2014/05/19-09:25,6904,7104,-0.000289603,0,-0.000289603
2014/05/19-09:30,6908,7106,0.000579374,0.000281532,0.000297843
2014/05/19-09:35,6908,7102,0,-0.000562905,0.000562905
2014/05/19-09:40,6912,7096,0.000579039,-0.000844832,0.001423871
2014/05/19-09:45,6910,7092,-0.000289352,-0.000563698,0.000274346
2014/05/19-09:50,6910,7094,0,0.000282008,-0.000282008
2014/05/19-09:55,6912,7098,0.000289436,0.000563857,-0.000274421
2014/05/19-10:00,6912,7096,0,-0.00028177,0.00028177
2014/05/19-10:05,6912,7102,0,0.000845547,-0.000845547
2014/05/19-10:10,6908,7100,-0.000578704,-0.000281611,-0.000297093
2014/05/19-10:15,6908,7102,0,0.00028169,-0.00028169
2014/05/19-10:35,6914,7106,0.000868558,0.000563222,0.000305337
2014/05/19-10:40,6928,7118,0.002024877,0.001688714,0.000336163
2014/05/19-10:45,6928,7112,0,-0.000842933,0.000842933
2014/05/19-10:50,6924,7108,-0.000577367,-0.00056243,-1.49E-05
2014/05/19-10:55,6920,7106,-0.000577701,-0.000281373,-0.000296328
2014/05/19-11:00,6930,7108,0.001445087,0.000281452,0.001163634
2014/05/19-11:05,6922,7104,-0.001154401,-0.000562746,-0.000591655
2014/05/19-11:10,6930,7108,0.001155735,0.000563063,0.000592672
2014/05/19-11:15,6922,7106,-0.001154401,-0.000281373,-0.000873028
2014/05/19-11:20,6920,7108,-0.000288934,0.000281452,-0.000570386
2014/05/19-11:25,6926,7106,0.000867052,-0.000281373,0.001148425
2014/05/19-11:30,6928,7108,0.000288767,0.000281452,7.31E-06
2014/05/19-13:35,6920,7112,-0.001154734,0.000562746,-0.001717481
2014/05/19-13:40,6916,7106,-0.000578035,-0.000843645,0.00026561
2014/05/19-13:45,6916,7112,0,0.000844357,-0.000844357
2014/05/19-13:50,6918,7110,0.000289184,-0.000281215,0.000570399
2014/05/19-13:55,6920,7114,0.000289101,0.000562588,-0.000273487
2014/05/19-14:00,6916,7112,-0.000578035,-0.000281136,-0.000296899
2014/05/19-14:05,6916,7110,0,-0.000281215,0.000281215
2014/05/19-14:10,6910,7114,-0.000867553,0.000562588,-0.001430141
2014/05/19-14:15,6908,7110,-0.000289436,-0.000562272,0.000272836
2014/05/19-14:20,6910,7114,0.000289519,0.000562588,-0.000273069
2014/05/19-14:25,6908,7108,-0.000289436,-0.000843407,0.000553972
2014/05/19-14:30,6904,7110,-0.000579039,0.000281373,-0.000860412
2014/05/19-14:35,6906,7110,0.000289687,0,0.000289687
2014/05/19-14:40,6908,7110,0.000289603,0,0.000289603
2014/05/19-14:45,6906,7108,-0.000289519,-0.000281294,-8.23E-06
2014/05/19-14:50,6908,7106,0.000289603,-0.000281373,0.000570976
2014/05/19-14:55,6908,7106,0,0,0
2014/05/19-15:00,6908,7126,0,0.002814523,-0.002814523
2014/05/20-09:05,6884,7110,-0.003474233,-0.002245299,-0.001228934
2014/05/20-09:10,6884,7114,0,0.000562588,-0.000562588
2014/05/20-09:15,6914,7126,0.004357931,0.001686815,0.002671117
2014/05/20-09:20,6920,7128,0.000867804,0.000280662,0.000587142
2014/05/20-09:25,6910,7124,-0.001445087,-0.000561167,-0.000883919
2014/05/20-09:30,6912,7126,0.000289436,0.000280741,8.69E-06
2014/05/20-09:35,6912,7128,0,0.000280662,-0.000280662
2014/05/20-09:40,6906,7124,-0.000868056,-0.000561167,-0.000306888
2014/05/20-09:45,6906,7126,0,0.000280741,-0.000280741
2014/05/20-09:50,6904,7126,-0.000289603,0,-0.000289603
2014/05/20-09:55,6910,7122,0.000869061,-0.000561325,0.001430386
2014/05/20-10:00,6902,7124,-0.001157742,0.00028082,-0.001438562
2014/05/20-10:05,6904,7124,0.000289771,0,0.000289771
2014/05/20-10:10,6908,7124,0.000579374,0,0.000579374
2014/05/20-10:15,6908,7124,0,0,0
2014/05/20-10:35,6900,7120,-0.001158078,-0.000561482,-0.000596595
2014/05/20-10:40,6898,7122,-0.000289855,0.000280899,-0.000570754
2014/05/20-10:45,6896,7122,-0.000289939,0,-0.000289939
2014/05/20-10:50,6894,7122,-0.000290023,0,-0.000290023
2014/05/20-10:55,6896,7122,0.000290107,0,0.000290107
2014/05/20-11:00,6904,7128,0.001160093,0.00084246,0.000317633
2014/05/20-11:05,6900,7130,-0.000579374,0.000280584,-0.000859958
2014/05/20-11:10,6900,7126,0,-0.00056101,0.00056101
2014/05/20-11:15,6896,7124,-0.00057971,-0.000280662,-0.000299048
2014/05/20-11:20,6898,7124,0.000290023,0,0.000290023
2014/05/20-11:25,6898,7126,0,0.000280741,-0.000280741
2014/05/20-11:30,6898,7124,0,-0.000280662,0.000280662
2014/05/20-13:35,6890,7124,-0.001159756,0,-0.001159756
2014/05/20-13:40,6890,7124,0,0,0
2014/05/20-13:45,6890,7116,0,-0.001122965,0.001122965
2014/05/20-13:50,6888,7114,-0.000290276,-0.000281057,-9.22E-06
2014/05/20-13:55,6892,7116,0.00058072,0.000281136,0.000299584
2014/05/20-14:00,6898,7116,0.000870575,0,0.000870575
2014/05/20-14:05,6896,7110,-0.000289939,-0.00084317,0.000553231
2014/05/20-14:10,6896,7114,0,0.000562588,-0.000562588
2014/05/20-14:15,6892,7112,-0.000580046,-0.000281136,-0.000298911
2014/05/20-14:20,6892,7110,0,-0.000281215,0.000281215
2014/05/20-14:25,6888,7094,-0.000580383,-0.002250352,0.001669969
2014/05/20-14:30,6886,7094,-0.00029036,0,-0.00029036
2014/05/20-14:35,6886,7092,0,-0.000281928,0.000281928
2014/05/20-14:40,6886,7092,0,0,0
2014/05/20-14:45,6886,7094,0,0.000282008,-0.000282008
2014/05/20-14:50,6888,7094,0.000290444,0,0.000290444
2014/05/20-14:55,6882,7092,-0.00087108,-0.000281928,-0.000589152
2014/05/20-15:00,6878,7092,-0.000581226,0,-0.000581226
2014/05/21-09:05,6854,7066,-0.003489386,-0.003666103,0.000176716
2014/05/21-09:10,6864,7068,0.001459002,0.000283046,0.001175956
2014/05/21-09:15,6866,7068,0.000291375,0,0.000291375
2014/05/21-09:20,6864,7066,-0.00029129,-0.000282965,-8.32E-06
2014/05/21-09:25,6864,7064,0,-0.000283046,0.000283046
2014/05/21-09:30,6860,7066,-0.000582751,0.000283126,-0.000865876
2014/05/21-09:35,6856,7066,-0.00058309,0,-0.00058309
2014/05/21-09:40,6854,7064,-0.000291715,-0.000283046,-8.67E-06
2014/05/21-09:45,6856,7068,0.0002918,0.000566251,-0.000274451
2014/05/21-09:50,6856,7068,0,0,0
2014/05/21-09:55,6856,7066,0,-0.000282965,0.000282965
2014/05/21-10:00,6860,7068,0.000583431,0.000283046,0.000300385
2014/05/21-10:05,6858,7066,-0.000291545,-0.000282965,-8.58E-06
2014/05/21-10:10,6856,7070,-0.00029163,0.000566091,-0.000857721
2014/05/21-10:15,6856,7070,0,0,0
2014/05/21-10:35,6856,7068,0,-0.000282885,0.000282885
2014/05/21-10:40,6856,7074,0,0.000848896,-0.000848896
2014/05/21-10:45,6860,7072,0.000583431,-0.000282725,0.000866156
2014/05/21-10:50,6868,7072,0.001166181,0,0.001166181
2014/05/21-10:55,6868,7066,0,-0.000848416,0.000848416
2014/05/21-11:00,6864,7068,-0.000582411,0.000283046,-0.000865457
2014/05/21-11:05,6858,7050,-0.000874126,-0.002546689,0.001672563
2014/05/21-11:10,6858,7058,0,0.001134752,-0.001134752
2014/05/21-11:15,6854,7050,-0.00058326,-0.001133466,0.000550205
2014/05/21-11:20,6856,7038,0.0002918,-0.001702128,0.001993928
2014/05/21-11:25,6854,7042,-0.000291715,0.000568343,-0.000860059
2014/05/21-11:30,6856,7038,0.0002918,-0.00056802,0.000859821
2014/05/21-13:35,6858,7050,0.000291715,0.00170503,-0.001413315
2014/05/21-13:40,6854,7040,-0.00058326,-0.00141844,0.000835179
2014/05/21-13:45,6854,7036,0,-0.000568182,0.000568182
2014/05/21-13:50,6854,7034,0,-0.000284252,0.000284252
2014/05/21-13:55,6856,7034,0.0002918,0,0.0002918
2014/05/21-14:00,6860,7032,0.000583431,-0.000284333,0.000867764
2014/05/21-14:05,6858,7032,-0.000291545,0,-0.000291545
2014/05/21-14:10,6854,7030,-0.00058326,-0.000284414,-0.000298846
2014/05/21-14:15,6858,7026,0.000583601,-0.00056899,0.001152591
2014/05/21-14:20,6852,7016,-0.000874891,-0.001423285,0.000548394
2014/05/21-14:25,6856,7032,0.000583771,0.002280502,-0.001696731
2014/05/21-14:30,6852,7034,-0.000583431,0.000284414,-0.000867845
2014/05/21-14:35,6852,7036,0,0.000284333,-0.000284333
2014/05/21-14:40,6850,7036,-0.000291886,0,-0.000291886
2014/05/21-14:45,6852,7042,0.000291971,0.000852757,-0.000560786
2014/05/21-14:50,6850,7040,-0.000291886,-0.00028401,-7.88E-06
2014/05/21-14:55,6850,7050,0,0.001420455,-0.001420455
2014/05/21-15:00,6848,7048,-0.000291971,-0.000283688,-8.28E-06
2014/05/22-09:05,6910,7096,0.009053738,0.006810443,0.002243296
2014/05/22-09:10,6908,7088,-0.000289436,-0.001127396,0.00083796
2014/05/22-09:15,6900,7088,-0.001158078,0,-0.001158078
2014/05/22-09:20,6898,7090,-0.000289855,0.000282167,-0.000572022
2014/05/22-09:25,6902,7086,0.000579878,-0.000564175,0.001144053
2014/05/22-09:30,6902,7084,0,-0.000282247,0.000282247
2014/05/22-09:35,6904,7086,0.000289771,0.000282326,7.44E-06
2014/05/22-09:40,6910,7088,0.000869061,0.000282247,0.000586815
2014/05/22-09:45,6906,7088,-0.000578871,0,-0.000578871
2014/05/22-09:50,6912,7090,0.00086881,0.000282167,0.000586643
2014/05/22-09:55,6912,7088,0,-0.000282087,0.000282087
2014/05/22-10:00,6914,7088,0.000289352,0,0.000289352
2014/05/22-10:05,6922,7096,0.001157073,0.001128668,2.84E-05
2014/05/22-10:10,6924,7092,0.000288934,-0.000563698,0.000852632
2014/05/22-10:15,6930,7110,0.000866551,0.002538071,-0.00167152
2014/05/22-10:35,6938,7134,0.001154401,0.003375527,-0.002221126
2014/05/22-10:40,6936,7122,-0.000288268,-0.001682086,0.001393818
2014/05/22-10:45,6934,7110,-0.000288351,-0.00168492,0.001396569
2014/05/22-10:50,6934,7110,0,0,0
2014/05/22-10:55,6934,7110,0,0,0
2014/05/22-11:00,6932,7110,-0.000288434,0,-0.000288434
2014/05/22-11:05,6926,7106,-0.000865551,-0.000562588,-0.000302963
2014/05/22-11:10,6930,7106,0.000577534,0,0.000577534
2014/05/22-11:15,6928,7108,-0.0002886,0.000281452,-0.000570053
2014/05/22-11:20,6928,7102,0,-0.000844119,0.000844119
2014/05/22-11:25,6934,7102,0.000866051,0,0.000866051
2014/05/22-11:30,6930,7104,-0.000576868,0.000281611,-0.000858478
2014/05/22-13:35,6928,7110,-0.0002886,0.000844595,-0.001133195
2014/05/22-13:40,6932,7112,0.000577367,0.000281294,0.000296073
2014/05/22-13:45,6932,7110,0,-0.000281215,0.000281215
2014/05/22-13:50,6932,7110,0,0,0
2014/05/22-13:55,6928,7108,-0.000577034,-0.000281294,-0.00029574
2014/05/22-14:00,6926,7108,-0.000288684,0,-0.000288684
2014/05/22-14:05,6932,7106,0.000866301,-0.000281373,0.001147674
2014/05/22-14:10,6930,7104,-0.000288517,-0.000281452,-7.06E-06
2014/05/22-14:15,6934,7106,0.000577201,0.000281532,0.000295669
2014/05/22-14:20,6932,7106,-0.000288434,0,-0.000288434
2014/05/22-14:25,6930,7106,-0.000288517,0,-0.000288517
2014/05/22-14:30,6930,7102,0,-0.000562905,0.000562905
2014/05/22-14:35,6926,7096,-0.000577201,-0.000844832,0.000267632
2014/05/22-14:40,6928,7092,0.000288767,-0.000563698,0.000852465
2014/05/22-14:45,6932,7102,0.000577367,0.001410039,-0.000832672
2014/05/22-14:50,6934,7098,0.000288517,-0.000563222,0.000851739
2014/05/22-14:55,6942,7098,0.001153735,0,0.001153735
2014/05/22-15:00,6948,7106,0.000864304,0.001127078,-0.000262774
2014/05/23-09:05,6950,7116,0.000287853,0.001407261,-0.001119409
2014/05/23-09:10,6948,7110,-0.00028777,-0.00084317,0.000555401
2014/05/23-09:15,6954,7112,0.000863558,0.000281294,0.000582264
2014/05/23-09:20,6958,7114,0.000575209,0.000281215,0.000293994
2014/05/23-09:25,6974,7126,0.002299511,0.001686815,0.000612697
2014/05/23-09:30,6986,7138,0.001720677,0.001683974,3.67E-05
2014/05/23-09:35,6984,7140,-0.000286287,0.000280191,-0.000566477
2014/05/23-09:40,6980,7138,-0.000572738,-0.000280112,-0.000292626
2014/05/23-09:45,6982,7134,0.000286533,-0.000560381,0.000846914
2014/05/23-09:50,6978,7140,-0.000572902,0.000841043,-0.001413945
2014/05/23-09:55,6978,7134,0,-0.000840336,0.000840336
